key,name,hoehe,trendEnde,temperaS,schneehS,schneetS
4125,Bad Reichenhall,470,2005,99.9402284622192,94.0404694527388,96.8170702457428
1550,Garmisch-Partenkirchen,719,2014,98.498809337616,91.2452608346939,98.054913058877
3307,Mittenwald,981,2014,86.1245632171631,72.7319478988647,75.9627044200897
3730,Oberstdorf,806,2014,98.8804459571838,98.8804498687387,99.9279354175087
5941,Reit im Winkl,685,2002,97.4418163299561,99.4469158351421,96.3713958859444
5467,Wendelstein,1832,2010,99.1374850273132,99.7538859490305,84.6398919820786
5792,Zugspitze,2964,2014,99.6711492538452,93.1292466819286,47.3411083221436
