id,date
5467,1961-01-01
5467,2010-01-01
1550,1961-01-01
1550,2014-01-01
3307,1961-01-01
3307,2014-01-01
5792,1961-01-01
5792,2014-01-01
3730,1961-01-01
3730,2014-01-01
5941,1961-01-01
5941,2002-01-01
4125,1961-01-01
4125,2005-01-01

